Store Name,Address,Timings,Coordinates (Latitude/Longitude),Phone Number
"The 90s Café, Chapter 1","Street No. 9, near Wadodkar Nursing Home, Nehru Nagar West, Vidya Vihar Colony, Bhilai, Chhattisgarh 490020, India","[{'tuesday': '11AM–10PM (Mahavir Janma Kalyanak)'}, {'wednesday': '11AM–10PM'}, {'thursday': '11AM–10PM'}, {'friday': '11AM–10PM'}, {'saturday': '11AM–10PM'}, {'sunday': '11AM–10PM'}, {'monday': '11AM–10PM'}]","{'latitude': 21.205928099999998, 'longitude': 81.3224078}",+91 77710 21990
